name,year,population,proportion_urban,water_basic,water_limited,water_unimproved,water_surface
Botswana,2017,2291660.888671875,68.69999694824219,90.3377133593968,6.580472336273598,1.582804937730342,1.499009366599254
Brazil,2000,175287593.75,81.19200134277344,93.65428641211797,0.6102769414979977,4.87413268536868,0.8613039610153647
Brazil,2017,209288281.25,86.30899810791016,98.19339267459118,0.2523027786742406,1.55430734640161,
British Virgin Islands,2000,20645.00045776367,41.77399826049805,95.30273972602754,0.0,4.697260273972461,0.0
British Virgin Islands,2017,31195.99914550781,47.33700180053711,99.86438356164388,0.0,0.1356164383561236,0.0
Brunei Darussalam,2000,333240.9973144531,71.16400146484375,99.90000909008273,0.0,0.0999909099172669,0.0
Brunei Darussalam,2017,428696.9909667969,77.31199645996094,99.90000909008273,0.0,0.0999909099172669,0.0
Bulgaria,2000,7997787.109375,68.89900207519531,99.74083250055816,0.0,0.0952499667782066,0.1639175326636302
Bulgaria,2017,7084570.80078125,74.66899871826172,99.10834282486849,0.0,0.8916571751315132,
Burkina Faso,2000,11607942.3828125,17.8439998626709,54.91950886468213,13.50977682107182,25.16646511470215,6.40424919954391
Burkina Faso,2017,19193382.8125,28.743000030517578,47.88812733828877,27.75663364421888,23.0681015648614,1.287137452630952
Burundi,2000,6400706.0546875,8.246000289916992,50.66311885347888,19.42187146279305,14.50535276652754,15.40965691720054
Burundi,2017,10864245.1171875,12.706000328063965,60.83054892095657,19.51628143894815,14.87984915127087,4.773320488824413
Cabo Verde,2000,435079.0100097656,53.435001373291016,78.77496204640924,11.1918322540155,9.553811322053422,0.4793943775218463
Cabo Verde,2017,546388.0004882812,65.26100158691406,87.08320801329232,9.145251949976117,3.649560801509217,0.1219792352223481
Cambodia,2000,12152353.515625,18.586000442504883,52.34763322560452,0.2931918144949142,21.36483560275029,25.99433935715029
Cambodia,2017,16005373.046875,22.979999542236328,78.51065693142185,0.4356921798278029,10.18917045694393,10.86448043180643
Cameroon,2000,15274234.375,45.54199981689453,59.17721438913011,5.06822204466564,26.25507783630993,9.499485729894312
Cameroon,2017,24053726.5625,55.777000427246094,60.38486394735739,16.15111924896634,16.13125857972463,7.332758223951648
Canada,2000,30735773.4375,79.47799682617188,99.11182772960214,0.0,0.8881722703978596,0.0
Canada,2017,36624199.21875,81.3499984741211,99.43624408483018,0.0,0.5637559151698213,0.0
Caribbean Netherlands,2000,14392.99964904785,74.9469985961914,99.3486292047443,0.0,0.6513707952557013,0.0
Caribbean Netherlands,2017,25398.00071716309,74.83799743652344,,,,
Cayman Islands,2000,41687.0002746582,100.0,,,,
Cayman Islands,2017,61558.99810791016,100.0,,,,
Central African Republic,2000,3754986.083984375,37.638999938964844,58.26146545562415,6.954188536237748,27.36016812061149,7.424177887526606
Central African Republic,2017,4659080.078125,40.97999954223633,,,,
Chad,2000,8342558.59375,21.636999130249023,41.41297919823474,9.304682827477965,41.86061480643971,7.421723167847585
Chad,2017,14899994.140625,22.857999801635742,38.70059942935045,17.04310579290245,38.7285187559723,5.527776021774809
Channel Islands,2000,148725.0061035156,30.46500015258789,,,,
Channel Islands,2017,165313.9953613281,30.913999557495117,94.14999999999999,0.0,5.850000000000009,0.0
Chile,2000,15262753.90625,86.072998046875,95.68061034559022,0.0,4.319389654409775,
Chile,2017,18054726.5625,87.48999786376953,99.83279119836286,0.0,0.1672088016371447,0.0
China,2000,1283199000.0,35.87699890136719,80.39257906896022,0.5248724203185227,16.15285435413482,2.929694156586442
China,2017,1409517375.0,57.959999084472656,92.84613551296617,0.8331764368492243,5.889725288493672,0.4309627616909423
"China, Hong Kong Special Administrative Region",2000,6663653.80859375,100.0,98.7057594381036,0.0,1.294240561896402,0.0
"China, Hong Kong Special Administrative Region",2017,7364882.8125,100.0,100.0,0.0,0.0,0.0
"China, Macao Special Administrative Region",2000,427979.00390625,100.0,100.0,0.0,0.0,0.0
"China, Macao Special Administrative Region",2017,622567.0166015625,100.0,100.0,0.0,0.0,0.0
Colombia,2000,40403957.03125,73.95700073242188,90.93351756677814,0.1411939565351275,5.300167347064794,3.625121129621945
Colombia,2017,49065613.28125,80.44599914550781,97.30010960981015,0.1921781867011643,0.8350135584135627,1.672698645075131
Comoros,2000,542356.9946289062,28.079998016357422,90.94792546402176,1.663179345514291,5.682626038490562,1.70626915197338
Comoros,2017,813911.9873046875,28.784000396728516,80.16751687107727,10.86963966724843,8.368422896383931,0.594420565290368
Congo,2000,3225727.05078125,58.69499969482422,57.15587206983748,9.758034381664629,24.76766410070998,8.318429447787919
Congo,2017,5260750.0,66.45899963378906,73.21776097391952,10.46463074042287,9.859033860103363,6.458574425554249
Cook Islands,2000,18121.99974060059,65.19100189208984,99.89699394263499,0.0,0.1030060573650076,0.0
Cook Islands,2017,17379.9991607666,74.83499908447266,99.87960035788846,0.0,0.1203996421115363,0.0
Costa Rica,2000,3925443.115234375,59.05199432373047,94.10867459014435,0.3149295688845319,2.333258480579511,3.243137360391591
Costa Rica,2017,4905769.04296875,78.55999755859375,99.70151391303587,0.2984835986628878,2.4883012486e-06,0.0
Côte d'Ivoire,2000,16686560.546875,43.154998779296875,70.76078191740059,9.24691439991695,14.50256875840945,5.489734924273026
Côte d'Ivoire,2017,24294750.0,50.32600021362305,72.86894644004651,6.306973185962408,15.08376150433815,5.740318869652924
Croatia,2000,4428071.77734375,53.428001403808594,98.43725076750327,0.0,1.162230058340283,0.4005191741564466
Croatia,2017,4189353.02734375,56.66699981689453,99.58666655529389,0.0,0.41333344470613,
Cuba,2000,11150736.328125,75.32300567626953,92.99272165763513,2.065057530120227,4.220051865784209,0.7221689464604337
Cuba,2017,11484635.7421875,76.97699737548828,95.3275823079684,2.056603369336613,2.198031067910857,0.4177832547841167
Curaçao,2000,132098.9990234375,90.75199890136719,98.68520873880992,0.0,1.314791261190081,0.0
Curaçao,2017,160539.0014648438,89.2030029296875,99.49775184751776,0.0,0.5022481524822382,0.0
Cyprus,2000,943286.0107421875,68.64800262451172,99.98502706342532,0.0,0.0149729365746848,0.0
Cyprus,2017,1179551.025390625,66.83599853515625,99.6132861489321,0.0,0.3867138510678956,0.0
Czech Republic,2000,10289593.75,73.98799896240234,99.80612463146693,0.0,0.1938753685330659,0.0
Czech Republic,2017,10618302.734375,73.67500305175781,99.8802587968555,0.0,0.1197412031444998,0.0
Democratic People's Republic of Korea,2000,22929074.21875,59.4119987487793,99.3029400104909,0.6970599895090974,0.0,
Democratic People's Republic of Korea,2017,25490964.84375,61.678001403808594,94.5124528157424,0.6832634084800326,4.536029778152472,0.2682539976250776
Democratic Republic of the Congo,2000,47076386.71875,35.12200164794922,33.91776675386202,10.72890849291297,37.35256325032118,18.00076150290383
Democratic Republic of the Congo,2017,81339984.375,43.87999725341797,43.24332203990209,11.94990835820639,35.59827011673156,9.208499485159964
Denmark,2000,5341193.84765625,85.0999984741211,100.000001142725,0.0,0.0,0.0
Denmark,2017,5733550.78125,87.75700378417969,99.9999989354737,0.0,1.06452630178e-06,0.0
Djibouti,2000,717583.984375,76.53199768066406,75.56113757581959,14.84194548645383,8.71511463573239,0.8818023019942003
Djibouti,2017,956984.9853515625,77.64800262451172,75.63230767814483,14.69075865490766,7.281599973282734,2.39533369366477
Dominica,2000,69676.0025024414,65.26499938964844,93.47500000000002,0.0,6.524999999999977,0.0
Dominica,2017,73925.00305175781,70.18099975585938,,,,
Dominican Republic,2000,8562622.0703125,61.75299835205078,89.82323507709373,4.483816639867302,3.559845238581333,2.13310304445764
Dominican Republic,2017,10766998.046875,80.2770004272461,96.69022475016124,0.3407258289457789,1.67043913677184,1.298610284121146
Ecuador,2000,12628595.703125,60.29899978637695,82.36792018930288,0.9519535122980703,8.801779889186815,7.878346409212231
Ecuador,2017,16624857.421875,63.67000198364258,93.9945365448314,0.1124182176754624,2.81181734168751,3.081227895805602
Egypt,2000,69905984.375,42.797000885009766,97.87094608118117,0.6500917532474206,1.440151399802313,0.0388107657690879
Egypt,2017,97553148.4375,42.70500183105469,99.10573045820766,0.2367477542108567,0.6405308366291512,0.016990950952336
El Salvador,2000,5867625.9765625,58.9119987487793,77.78590923844595,6.4750635500822,10.42592578191784,5.313101429553995
El Salvador,2017,6377853.02734375,71.2750015258789,97.38837497149431,0.2212267296826931,0.0112553931390051,2.379142905683996
Equatorial Guinea,2000,614322.998046875,49.09199905395508,51.09814015437496,2.311327207824681,15.05519427707175,31.53533836072862
Equatorial Guinea,2017,1267688.96484375,71.64600372314453,64.66581781260082,2.95799930841437,26.03770528198601,6.338477596998808
Eritrea,2000,3392801.025390625,26.586999893188477,46.81421436554621,21.85139328212882,27.80263326534305,3.531759086981922
Eritrea,2017,5068831.0546875,39.45100021362305,,,,
Estonia,2000,1399112.060546875,69.36799621582031,99.11477852691485,0.0,0.8852214730851489,0.0
Estonia,2017,1309631.958007813,68.71700286865234,99.71282683532682,0.0,0.2871731646731789,0.0
Eswatini,2000,1061468.017578125,22.68600082397461,52.51422322401055,4.667402534668714,15.57372155725686,27.24465268406388
Eswatini,2017,1367254.028320313,23.625,69.00865514474653,9.262138186463574,8.649373127845424,13.07983354094448
Ethiopia,2000,66537328.125,14.739998817443848,18.69520686774351,5.812466977572213,42.19686273189868,33.2954634227856
Ethiopia,2017,104957437.5,20.309999465942383,41.05995213475939,27.84019786922199,22.49879371825629,8.601056277762323
Falkland Islands (Malvinas),2000,2881.999969482422,67.60600280761719,,,,
Falkland Islands (Malvinas),2017,2910.000085830689,77.20600128173828,95.02474481554204,0.0,4.975255184457964,0.0
Faroe Islands,2000,47257.99942016602,36.33700180053711,100.0,0.0,0.0,0.0
Faroe Islands,2017,49290.00091552734,41.91400146484375,100.0,0.0,0.0,0.0
Fiji,2000,811223.0224609375,47.90800094604492,94.6031107201732,0.0,3.23783391783635,2.159055361990438
Fiji,2017,905502.0141601562,55.742000579833984,93.79091928284976,0.0,4.191680431210799,2.017400285939444
Finland,2000,5187954.1015625,82.18299865722656,99.99999882352166,0.0,1.1764783352e-06,0.0
Finland,2017,5523230.95703125,85.32499694824219,100.0000022101251,0.0,0.0,0.0
France,2000,59608199.21875,75.87100219726562,99.8973330757829,0.0,0.1026669242171039,0.0
France,2017,64979546.875,80.18000030517578,100.0000015028767,0.0,0.0,0.0
French Guiana,2000,163164.9932861328,79.11099243164062,92.12404900213443,0.0,7.875950997865573,0.0
French Guiana,2017,282730.9875488281,85.04199981689453,94.11194745722673,0.0,5.888052542773266,0.0
French Polynesia,2000,237257.9956054688,56.04700469970703,100.0,0.0,0.0,0.0
French Polynesia,2017,283006.9885253906,61.784000396728516,100.0,0.0,0.0,0.0
Gabon,2000,1231121.948242188,78.87899780273438,79.53762037127056,3.697301686589275,5.373993377900838,11.39108456423933
Gabon,2017,2025136.962890625,88.97599792480469,85.77100365569552,8.019691522721393,2.919965034669764,3.289339786913325
Gambia,2000,1231843.994140625,47.86799621582031,75.00136133126033,9.589743304680384,15.31984166220997,0.089053701849317
Gambia,2017,2100568.115234375,60.5989990234375,77.99156682466084,9.086201993360865,12.91975484274141,0.002476339236899
Georgia,2000,4722059.08203125,52.63800048828125,92.97521069581992,0.8588116743425132,5.985399587322152,0.1805780425154038
Georgia,2017,3912061.03515625,58.23099899291992,98.3944393544552,0.0,1.579479373229593,0.0260812723152079
Germany,2000,81487757.8125,74.96499633789062,99.99999760316757,0.0,2.39683242853e-06,0.0
Germany,2017,82114226.5625,77.26100158691406,100.0,0.0,0.0,0.0
Ghana,2000,18938761.71875,43.92899703979492,64.46380314285956,9.2945122577959,9.033267818461399,17.20841678088315
Ghana,2017,28833628.90625,55.40700149536133,81.45338967607296,8.475392192634338,3.981524724407254,6.089693406885428
Gibraltar,2000,31180.00030517578,100.0,100.0,0.0,0.0,0.0
Gibraltar,2017,34570.99914550781,100.0,100.0,0.0,0.0,0.0
Greece,2000,11142119.140625,72.71600341796875,99.58681793748073,0.0,0.4131820625192688,0.0
Greece,2017,11159773.4375,78.7239990234375,100.0,0.0,0.0,0.0
Greenland,2000,56174.99923706055,81.5999984741211,100.0,0.0,0.0,0.0
Greenland,2017,56479.99954223633,86.5739974975586,99.9999974672247,0.0,2.53277529794e-06,0.0
Grenada,2000,101619.0032958984,35.698001861572266,93.30763780932183,1.133291147481643,5.559071043196525,0.0
Grenada,2017,107824.9969482422,36.16400146484375,95.62865044355469,1.161481584334671,0.0,3.209867972110639
Guadeloupe,2000,424645.99609375,98.4000015258789,,,,
Guadeloupe,2017,449567.9931640625,98.46299743652344,99.68540267755226,0.0,0.3145973224477388,0.0
Guam,2000,155328.9947509766,93.12899780273438,99.4,0.0,0.5999999999999943,0.0
Guam,2017,164229.00390625,94.6989974975586,99.6952,0.0,0.3048000000000002,0.0
Guatemala,2000,11650743.1640625,45.332000732421875,85.75376957161612,0.4640219610350107,10.40110663695059,3.381101830398289
Guatemala,2017,16913503.90625,50.68000030517578,94.19058073800758,1.055174602784011,3.136560804734267,1.61768385447414
Guinea,2000,8808545.8984375,30.869001388549805,62.73273852912846,1.054579206702214,20.36859432665909,15.84408793751023
Guinea,2017,12717175.78125,35.792999267578125,61.89872307737957,17.97293349521946,8.803634416237783,11.32470901116319
Guinea-Bissau,2000,1243229.00390625,36.24300003051758,53.37678344030657,3.60652385064618,40.13393178995171,2.882760919095541
Guinea-Bissau,2017,1861282.958984375,42.94499969482422,66.63441422827752,6.89247629123753,25.992683059894,0.4804264205909697
Guyana,2000,753301.025390625,28.694000244140625,87.90513006616011,2.143570665614738,5.392926338395164,4.558372929829992
Guyana,2017,777859.0087890625,26.538000106811523,95.53974767913236,1.209326937198651,1.146943720232277,2.103981663436694
Haiti,2000,8549200.1953125,35.599998474121094,56.23928980272306,6.957232711966408,20.79845058968648,16.00502689562406
Haiti,2017,10981228.515625,54.34600067138672,65.46682592653661,9.54127891170437,24.99189516175902,0.0
Holy See,2000,785.0000262260437,100.0,,,,
Holy See,2017,791.9999957084656,100.0,,,,
Honduras,2000,6524283.203125,45.45800018310547,84.80421199040495,0.2736788810302633,11.26503242227395,3.657076706290852
Honduras,2017,9265067.3828125,56.457000732421875,94.82710943824591,0.4337630284045415,4.739127533349546,0.0
Hungary,2000,10221050.78125,64.57499694824219,99.96383274084586,0.0,0.0361672591541395,0.0
Hungary,2017,9721558.59375,71.06199645996094,99.99999748866786,0.0,2.51133214135e-06,0.0
Iceland,2000,280434.9975585938,92.40100860595703,100.0000040808358,0.0,0.0,0.0
Iceland,2017,335024.9938964844,93.77300262451172,99.99999943068468,0.0,5.69315318444e-07,0.0
India,2000,1053050875.0,27.667001724243164,79.02380481398731,5.494319692516222,14.12784018182481,1.354035311671661
India,2017,1339180125.0,33.599998474121094,92.67464257074266,0.7644889358847742,5.807295153440769,0.7535733399317972
Indonesia,2000,211540421.875,42.00199890136719,75.65299708811143,0.3219460514203821,20.2484655281586,3.776591332309583
Indonesia,2017,263991375.0,54.659000396728516,89.34401222844716,1.41400190950016,7.740641233805149,1.501344628247533
Iran (Islamic Republic of),2000,66131851.5625,64.04199981689453,94.94386707663176,2.231938283466542,2.568588962017838,0.2556056778838614
Iran (Islamic Republic of),2017,81162789.0625,74.39399719238281,95.24454487995739,1.916617376005868,2.736568758933826,0.1022689851029208
Iraq,2000,23565412.109375,68.49600219726562,80.90583143975614,0.7971892498315093,6.770179337854263,11.52679997255809
Iraq,2017,38274617.1875,70.27799987792969,96.53347833414144,1.402820473522469,0.7406998530376949,1.323001339298402
Ireland,2000,3848775.87890625,59.15500259399414,97.18371796421032,0.0,2.816282035789683,0.0
Ireland,2017,4761657.2265625,62.946998596191406,97.39454461156083,0.0,2.60545538843917,0.0
Isle of Man,2000,72554.00085449219,51.82300567626953,,,,
Isle of Man,2017,84287.00256347656,52.45800018310547,99.07499999999999,0.0,0.9250000000000114,0.0
Israel,2000,6013741.2109375,91.2030029296875,99.99999695521537,0.0,3.0447846342e-06,0.0
Israel,2017,8321570.3125,92.33599853515625,100.0000014669144,0.0,0.0,0.0
Italy,2000,57293722.65625,67.22200012207031,99.99999659103143,0.0,3.40896856699e-06,0.0
Italy,2017,59359898.4375,70.14399719238281,99.44273388430025,0.0,0.5572661156997484,0.0
Jamaica,2000,2656864.013671875,51.813995361328125,93.12331005571086,0.5208798693820151,3.237903558325413,3.1179065165817
Jamaica,2017,2890299.072265625,55.37799835205078,90.64843618068709,5.386345908718212,2.303684728267065,1.661533182327631
Japan,2000,127533937.5,78.64900207519531,98.4875,0.0,1.512500000000003,0.0
Japan,2017,127484453.125,91.53500366210938,99.01020833333334,0.0,0.9897916666666617,0.0
Jordan,2000,5103129.8828125,78.2699966430664,99.4018357953351,0.0,0.5721794670378664,0.0259847376270307
Jordan,2017,9702352.5390625,90.74700164794922,98.93722264821369,0.0,0.8982322168500435,0.1645451349362656
Kazakhstan,2000,15057363.28125,56.09800338745117,84.56442085330885,6.499983733386399,7.099475963589295,1.836119449715458
Kazakhstan,2017,18204498.046875,57.33599853515625,95.6275072212889,1.728119219016183,2.566111338912973,0.0782622207819401
Kenya,2000,31450482.421875,19.892000198364258,47.31540325892735,6.452411553552481,16.37299028444313,29.85919490307704
Kenya,2017,49699863.28125,26.56199836730957,58.91633338895469,9.063393227406879,11.91791888228747,20.10235450135096
Kiribati,2000,84405.99822998047,42.95800018310547,50.02757766614454,0.61953656552501,49.35288576833045,0.0
Kiribati,2017,116398.0026245117,53.262001037597656,71.61597711847749,0.8868851655538919,27.49713771596862,0.0
Kuwait,2000,2050740.966796875,99.0,100.0,0.0,0.0,0.0
Kuwait,2017,4136527.83203125,100.0,100.0,0.0,0.0,0.0
Kyrgyzstan,2000,4920717.7734375,35.29800033569336,80.60383913373833,1.125563363095961,4.688603877227431,13.58199362593829
Kyrgyzstan,2017,6045117.1875,36.1349983215332,87.45590289924145,1.808367188019414,1.872795603306621,8.862934309432502
Lao People's Democratic Republic,2000,5329304.19921875,21.976999282836914,46.51605895257681,0.9645613112773882,26.79107415494616,25.72830558119964
Lao People's Democratic Republic,2017,6858160.15625,34.36800003051758,82.06189686468251,0.8165173572574391,14.22817743205801,2.89340834600204
Latvia,2000,2384163.0859375,68.06700134277344,97.81055349477016,0.6790155466259951,1.510430958603848,0.0
Latvia,2017,1949670.043945313,68.07499694824219,98.6261823719404,0.6796131434623852,0.6942044845972077,0.0
Lebanon,2000,3235365.966796875,86.0,85.39440025546213,6.824174534453789,7.697145210084081,0.08428
Lebanon,2017,6082356.93359375,88.42900085449219,92.6,7.400000000000006,0.0,0.0
Lesotho,2000,1868698.974609375,19.54800033569336,67.46613091081532,11.83009343840823,20.70377565077645,0.0
Lesotho,2017,2233339.111328125,27.729999542236328,68.64993758461885,9.574951986681647,14.45247654489896,7.322633883800534
Liberia,2000,2884521.97265625,44.33100128173828,62.17359788089687,3.547383312907757,18.11121905658109,16.16779974961428
Liberia,2017,4731905.76171875,50.69699478149414,72.94803094937726,8.078355855845395,5.734492924569982,13.23912027020737
Libya,2000,5355750.9765625,76.38700103759766,84.29736842105262,0.0,15.70263157894738,0.0
Libya,2017,6374616.2109375,79.81700134277344,98.52894736842086,0.0,1.471052631579141,0.0
Liechtenstein,2000,33285.9992980957,15.130001068115234,100.0,0.0,0.0,0.0
Liechtenstein,2017,37922.00088500977,14.314998626708984,100.0,0.0,0.0,0.0
Lithuania,2000,3501834.9609375,66.98600006103516,89.66956720404015,0.0,10.33043279595985,0.0
Lithuania,2017,2890297.119140625,67.51599884033203,97.54206810376549,0.0,2.457931896234507,0.0
Luxembourg,2000,436102.9968261719,84.21600341796875,100.0000017494479,0.0,0.0,0.0
Luxembourg,2017,583455.0170898438,90.72699737548828,99.88960319105848,0.0,0.1103968089415162,0.0
Madagascar,2000,15766805.6640625,27.12099838256836,35.76851110012778,2.854901584773714,20.64148077312262,40.7351065419759
Madagascar,2017,25570894.53125,36.52199935913086,54.40398164077912,1.046985811987126,31.84358458062899,12.70544796660477
Malawi,2000,11376171.875,14.609999656677246,52.94207469524719,13.87651010372073,25.07075763028369,8.11065757074841
Malawi,2017,18622103.515625,16.714000701904297,68.83187676092392,19.90552216039615,8.869081939668003,2.393519139011932
Malaysia,2000,23185607.421875,61.97700119018555,97.36628578530264,0.4012969424219978,1.433934292995811,0.7984829792795589
Malaysia,2017,31624263.671875,75.4469985961914,96.69593890542805,0.3573619777526018,2.946699116819346,
Maldives,2000,280384.0026855469,27.70599937438965,92.49740703250941,0.2594537355613159,7.243139231929263,0.0
Maldives,2017,436329.9865722656,39.380001068115234,99.25620098789247,0.075647697142913,0.6681513149646129,0.0
Mali,2000,10967690.4296875,28.355998992919922,48.74513340692245,4.008300678772512,42.89977444353604,4.346791470769013
Mali,2017,18541980.46875,41.571998596191406,78.26082957726412,4.640671694659218,15.29398715803887,1.80451157003779
Malta,2000,396667.9992675781,92.36799621582031,100.0000009616852,0.0,0.0,0.0
Malta,2017,430834.9914550781,94.5459976196289,100.0000022135489,0.0,0.0,0.0
Marshall Islands,2000,52159.00039672852,68.58000183105469,,,,
Marshall Islands,2017,53126.99890136719,76.63400268554688,88.48643788457294,11.27413050407673,0.2394316113503408,0.0
Martinique,2000,387003.9978027344,89.71300506591797,99.16972271441907,0.0,0.8302772855809337,0.0
Martinique,2017,384895.99609375,89.01799774169922,100.0,0.0,0.0,0.0
Mauritania,2000,2709358.88671875,38.090999603271484,40.9955269450152,18.11364735010458,34.35631996055228,6.534505744327946
Mauritania,2017,4420184.08203125,52.824005126953125,70.69618764509909,13.70370286450083,15.57715982736006,0.0229496630400405
Mauritius,2000,1185145.01953125,42.66999816894531,99.27977593555201,0.0,0.548234058156723,0.1719900062912618
Mauritius,2017,1265137.939453125,40.84100341796875,99.8663313545971,0.0,0.1336686454029064,0.0
Mayotte,2000,150330.9936523438,47.73099899291992,,,,
Mayotte,2017,253044.9981689453,46.39500045776367,97.00917912939065,0.0,0.1106506149062518,2.880170255703103
Mexico,2000,101719671.875,74.72200012207031,89.03966043529773,1.083115768300382,7.217618081009435,2.659605715392458
Mexico,2017,129163273.4375,79.86699676513672,99.31821889034894,0.0,0.6817811096510574,0.0
Micronesia (Federated States of),2000,107431.999206543,22.329999923706055,87.66875790038466,0.0,12.33124209961534,
Micronesia (Federated States of),2017,105543.9987182617,22.607999801635742,78.56647901696783,0.0,21.43352098303217,
Monaco,2000,32082.000732421882,100.0,100.0,0.0,0.0,0.0
