Month/Year,Tmax (oC),Tmin (oC),AirFrost (Days),Rain (mm),Sun (Hours),Notes
Feb/1996,6.4,0.40,14.00,88.70,97.60
Mar/1996,7.8,2.10,4.00,60.00,74.80
Apr/1996,12,5.10,2.00,83.00,99.40
May/1996,13.4,5.60,0.00,50.10,171.20
Jun/1996,18.4,9.90,0.00,34.20,236.10
Jul/1996,19.2,11.30,0.00,59.00,151.70
Aug/1996,20.2,12.50,0.00,41.90,142.60
Sep/1996,17.6,10.10,0.00,49.80,158.50
Oct/1996,13.8,8.20,0.00,194.40,78.00
Nov/1996,7.8,2.30,8.00,148.60,84.70
Dec/1996,5.8,1.30,11.00,82.20,38.40
Jan/1997,6,1.30,12.00,39.10,24.90
Feb/1997,9,2.80,3.00,250.20,60.20
Mar/1997,11,4.60,1.00,83.80,98.50
Apr/1997,13.5,6.00,0.00,48.30,116.00
May/1997,15.6,7.00,1.00,73.00,191.80
Jun/1997,18.2,10.10,0.00,66.70,149.80
Jul/1997,20.3,12.40,0.00,48.30,144.90
Aug/1997,21.5,13.60,0.00,31.30,147.80
Sep/1997,16.3,9.20,0.00,114.30,147.40
Oct/1997,12.7,6.20,3.00,79.90,110.60
Nov/1997,10.6,5.90,0.00,74.90,36.50
Dec/1997,8,3.40,5.00,146.50,25.10
Jan/1998,7.6,2.50,7.00,133.90,41.20
Feb/1998,10,6.30,1.00,158.20,44.60
Mar/1998,10.4,4.50,4.00,82.20,61.50
Apr/1998,11.3,3.80,4.00,88.70,121.60
May/1998,16.2,8.10,0.00,51.10,155.00
Jun/1998,17,9.60,0.00,89.20,148.60
Jul/1998,18.1,11.40,0.00,123.40,135.90
Aug/1998,18.2,11.20,0.00,106.50,127.50
Sep/1998,16.9,10.60,0.00,74.00,106.50
Oct/1998,11.8,6.20,2.00,239.80,106.50
Nov/1998,9.1,3.40,3.00,157.50,61.40
Dec/1998,8.7,3.10,5.00,121.30,35.40
Jan/1999,6.9,2.70,4.00,199.10,41.20
Feb/1999,7.6,2.20,7.00,101.50,87.60
Mar/1999,10.1,3.50,5.00,107.20,117.00
Apr/1999,13.3,5.60,3.00,66.50,123.70
May/1999,16,8.40,0.00,80.90,159.50
Jun/1999,17.5,9.00,0.00,97.10,157.70
Jul/1999,20.2,12.30,0.00,71.40,167.80
Aug/1999,19.1,11.30,0.00,45.40,153.40
Sep/1999,17.8,11.50,0.00,143.70,118.70
Oct/1999,13.1,7.60,0.00,59.60,82.10
Nov/1999,10,4.50,0.00,184.20,61.90
Dec/1999,6.4,0.90,9.00,297.10,40.10
Jan/2000,8.2,2.70,7.00,155.00,67.20
Feb/2000,8.4,2.80,3.00,151.10,62.10
